Title:  ᐊᒐᐦᑭᐯᐦᐃᑲᓇ ᒫᒥᑐᓀᔨᐦᐃᒋᑲᓂᐦᑳᓂᕽ | 
Volume:  017
Issue:  2
Date:  20 July 2023
Abstract:  
				
				
				In this article, I discuss my project Ancestral
					Code, which consists of an integrated development
						environment (IDE) and the Nehiyaw (Plains Cree) based programming
					languages called Cree# (pronounced: Cree-Sharp) and
						ᐊᒋᒧ (âcimow).
					These languages developed in response to western perspectives on human-computer
					relationships, which I challenge and reframe in Nehiyaw/Indigenous contexts.
			
Full Body Text: 

				Introduction
				
					Nohkompan,Nohkompan – grandmother who is passed on my paternal
					grandmother, was Nehiyaw (Cree) and Saulteaux (Chippewa). After her passing and
					understanding the matriarchal nature of many Cree peoples, I found myself
					looking at the Nehiyaw culture of her mother, 
						Nitâpân
					,
						Nitâpân  – great-grandmother for
					inspiration for my creative works. In 2014, I attempted to use Nehiyawewin (the Cree language) words as variables
					using the Unified Canadian Aboriginal Syllabics . My
					early attempts were instantly problematic because the development environments
					(IDEs) I used would render the syllabics, like ᑖ, as empty boxes
					⌧. So I searched for other solutions. However, at that time, the
					platforms I was most familiar with, such as Processing, openFrameworks, Java,
					and C#, all shared this same problem. This experience sparked my desire
					to bring Nehiyawewin, in its syllabic form, into being as a programming
					language. In this article, I present the physical and abstract challenges of
					developing my Ancestral Code digital toolkit that
					allows a programmer to insert code blocks into transcribed Indigenous stories
					that, once executed, produce a generative visual narrative of the transcribed
					story. But for you to better understand this desire’s importance, it is
					customary in my heritage to first introduce myself.
				I identify as Nehiyaw-Métis and belong to the Métis Nation of Alberta. The Métis
					in Canada are federally recognized as one of the three Indigenous groups of
					peoples, the other two being First Nations and Inuit. The Métis have been
					historically referred to as half-bloods or, more derogatorily, half-breeds. We
					are a people that came to be from the blending of cultures and traditions of the
					first European visitors with the numerous Indigenous peoples of the new
						world. Many of these first visitors were not men seeking to settle; they
					were merely coming to seek a better living as fur traders. They were nomadic and
					travelled extensively, with many intending to return to their respective
					homelands when they retired.
				Nevertheless, these traders married into First Nation and Inuit tribal
					communities, often for financially strategic reasons.  My Great-Grandfather five times over was a
					historically notable English fur trader named John Sayer and was one of these
					first visitors. These early relationships between European visitors and
					Indigenous peoples continued through generations, with subsequent mixed-racial
					generations raised with a blend of European knowledge and their original
					Indigenous languages and traditions. This concrescence of cultures and languages
					is how the Métis developed into a unique culture that privileges the cultural
					teachings of their respective Indigenous heritages without entirely rejecting
					their European roots.
				My research as a Métis scholar and digital media artist has since evolved from
					using computers and programming as tools to generate my artwork to
					viewing computers as animate creatures, digital representations of
					my Indigenous heritage. Subsequently, I see computer languages as digital
					extensions of Nehiyaw storywork and ceremonies that reflect the epistemological,
					ontological, and axiological concerns of my Nehiyaw beliefs and practices. My
					perspectives on computer programming critique the prevalent use of English in
					coding languages and the reflection of settler/colonial perspectives in their
					design. Though I recognize that computer programming languages, like most
					technologies, are constantly evolving and changing, I maintain that they are
					also seemingly immutable and typically manifest from a 
						historically-essential … colonial impulse
					. Most notably, the culture(s) from which modern programming languages and
					practices grow 
						[come] with significant cultural baggage
					. Through my own visual media art explorations with the popular
					new-media-art programming development environment Processing, I recognized significant challenges to programming in
					anything other than English.
				The detrimental legacy of colonial practices on the lives of Indigenous people is
					well documented, from forced displacement from traditional homelands to
					attempted erasure of culture, language, and practices 
					
					
					. As citizens of a globally connected techno-culture,
					we perpetuate this erasure by embracing a technicism that incorporates a blind
					acceptance of technologies and the cultural systems from which they are derived
					as necessary to engage with one another in our digital lives. Yet, critical
					theories of technologies are continually demonstrating that digital technologies
					are neither 
						socially or culturally neutral
					 nor are they 
						determinist, but rather [sites] of social
							struggle
					. Despite this technicism, navigating the modern technology ecosystem
					remains vital to Indigenous peoples, who actively utilize these new computing
					domains for 
						survivance
					 and (re)establish both individual and community identities from these
					technological relationships and their ancestral cultures .
				By viewing computing through a lens of my Indigenous heritage, my perceptions of
					computer languages and programming have been dramatically altered. My awareness
					of programming contexts informed by Nehiyaw language and cultural practices has
					opened new understandings of how programming languages can facilitate a greater
					sense of personal and digital identity and cultural belonging that go far beyond
					the purely functional operations of programming. These experiences are at the
					heart of what has become my Ancestral Code
					project.
				
					Ancestral Code is a wholistic programming environment
					built upon my own Indigenous computing design theory. It consists of both
					hardware, in the form of a specialized keyboard for typing Nehiyawewin
					syllabics, and software in the forms of a programming IDE and a multi-form
					programming language. The programming language component of Ancestral Code that is the focus of this article aims explicitly to
					integrate a 
						wholistic
					 braiding of Nehiyaw language and cultural practices within its design. I
					use wholistic here instead of holistic because Indigenous learning
					interconnects all aspects of being that include mind, body, emotion, and spirit
					and is not merely referring to a whole as a sum of parts. In particular,
						Ancestral Code is my vision of how Nehiyaw
					culture and language can be utilized as a primary interface for computer
					programming and computing design, uniting the values/benefits of Nehiyaw
					perspectives with western programming practices. To begin this journey, I will
					first provide a brief background of what I frame as an Indigenous computing
					design theory, describing the importance of this framework when approaching
					technology and computing design development with an Indigenous focus. Next, I
					describe how this design influences a unique perspective that views Code as
						Story. And then, I delve into the challenges (and related solutions) to
					my ongoing efforts to bring the Ancestral Code
					platform for programming in Nehiyawewin to Nehiyaw communities. I hope this
					platform can open new opportunities for heritage language use in our modern
					technological context and further foster Indigenous cultural maintenance.
					Finally, I surmise and summarize how this work can be used or reproduced by
					other Indigenous cultures with similar cultural perspectives and language
					construction.
				
					Indigenous Wholistic Computing Design Theory
					Computing system design theories continue to evolve and have been described
						by or compared to a wide range of systems such as mechanical , biological 
						, and hierarchical 
						, to name just a few. Similarly, the past
						decade has also seen increased interest in postcolonial computing and
						colonialism as an influencing or embedded aspect of technological
						architectures 
						
						
						
						
						
						. In developing an Indigenous computing theory, I
						consider common concerns from a general pan-Indigenous perspective,
						recognizing that research by Indigenous scholars commonly employs cultural
						practices and knowledge such as ceremony 
						, wholistic practices , honouring of oral knowledges , and community engagement .
					From these general characteristics I also used Nehiyaw-specific knowledge to
						help shape my own approach of establishing an Indigenous computing
						framework. The English term Cree is an anglicized form of the
						French word cri meaning to shout or cry
						aloud, and is how early European settlers came to name the Cree/Nehiyaw
						people. However, I do not refer to myself as Cree-Métis. I am Nehiyaw-Métis.
							Nehiyaw, in my heritage language,
						translates as four-bodied or four-spirit people. We see
						ourselves as a people composed of four bodies: the physical, mental,
						emotional, and spirit. Therefore, specific to Nehiyaw culture, I use
						spiritual teachings of the four-bodies framework to inform, describe,
						and highlight the aspects of computing that are inherently Nehiyaw and
						reflect Nehiyaw understandings and knowledge development.
					Furthermore, each of these bodies has numerous cultural teachings that exist
						as living (oral) histories highlighting the cultural significance of their
						meanings and relationships between humans and the world. In other words,
							
							kinehiyâwiwininaw nehiyawewin / The
							Cree Language is our Identity
						. The Cree language, Nehiyawewin, is an intricately woven fabric
						that unites our life, being, and identity, across generations of knowledge
						and embodies spiritual and sacred knowledge that spans thousands of years.
						Because Nehiyaw language is so integral to Nehiyaw life, understanding
						user-computer relationships in a Nehiyaw context requires redefining
						philosophical understandings of computer system design using Nehiyaw terms.
						Therefore, using Nehiyawewin in my theoretical designs serves as a
						ceremonial healing practice in addition to its functional role of creating
						computational instructions. I find these considerations crucial to the
						design of computing technologies for Nehiyaw people as they re-envision the
						computer as a member of the community and an extension of one’s cultural
						identity.
					Therefore, placing culture as the driving force behind the development of an
							Indigenous Wholistic Computing Design Theory can, and will,
						often be at odds with western philosophies on computer function and design.
						For instance, cultural attitudes towards concepts of time, order/sequencing,
						and efficiency can be radically different from their computational
						definitions. For example, I wrote a program to digitally-bead portraits of
						my family. The first version of this program used a basic loop to place
						pixel-beads on the screen in a sequence of rows, which it did in a
						left-to-right fashion. From a computational perspective, this loop was
						simple and efficient. However, the original computational instructions did
						not reflect my physical action of beading if I were to bead this image by
						hand. Nor did it capture the cultural significance of the continuous thread
						that connects each bead. There is a special meaning in the unbroken thread.
						As a result, I reformatted my code to reflect my Métis beading practice. The
						new code created alternating rows of digital beadwork that progress from
						left-to-right, then right-to-left in a continuous unbroken stream. This
						updated code better represents my physical process instead of code that
						created patterns that flowed in one direction, from left-to-right, as
						multiple individual lines instead of a continuous loop. The
							best or most efficient code fractures the
						image’s construction, resulting in digitally rendered images conforming to
						the technological tools’ design and language, favouring efficiency over
						cultural focus.
					Experiences such as these altered my perspectives on general computing design
						theories and stimulated my desire to investigate computing design from
						Indigenous wholistic perspectives. Shifting the source of computing design
						from one driven by systemic operations to one that is human and cultural
						requires a certain degree of re-prioritization. I opted to expand existing
						system design theories by creating an Indigenous Wholistic Computing
							Design Theory. By identifying and privileging Indigenous and
						Nehiyaw-specific perspectives within existing computational environments, I
						aim to reevaluate what aspects of computing design are favoured over
						others.
					In more concrete terms, systems design processes are vital because they
						create a clear overview intended to guide the actual development of a given
						product, whether it is hardware or software. In an Indigenously informed
						design process, this overview is still as essential but follows principles
						that promote [Indigenous] community collaboration and engagement over the
						tools and technologies that will be used; emphasizes interrelationships
						between components by establishing connections between Indigenous lived
						experience and the involved digital artifacts and their behaviours; and is
						open and flexible, or even unconcerned, with time and timelines in solution
						development. In such a theoretical framework western principles like
							Gestalt grouping or Fitt’s Law may not be
						applicable because the effects of cultural knowledge on a design may alter
						how components are typically created, or how they behave and interact with
						one another in comparison to systems focused directly at efficiency concerns
						like those found in data categorization, code flow, and execution and
						processing times.
				
				
					Indigenous Story as Code
					What is coding if not a story? At a basic level, a story consists of five
						essential components: character(s), setting, plot, conflict, and resolution.
						Scholar Annette Vee, known for her study of composition and rhetoric in
						computer programming literacy, compares narrative writing with computer
						programming stating that they 
							are not the same thing [but] have a lot in common
								and can even merge into each other. The relationship between story and code is particularly
						evident in esoteric computer languages such as Inform
							7
						 and Shakespeare
						, where code is literally formatted as
						stories. Moreover, I argue that normal programming languages like
						C/C++, C#, and Java also share storytelling’s main elements despite their
						visual structure, notation, syntax, and semantic constructions. In
							normal programming languages, these story elements exist in more
						abstract contexts where variables represent the characters, the
							setting is the programming environment, and the plot is
						the program’s function as it operates up until its resolution or
						termination. I first learned how to program in elementary school in 1979
						using Applesoft BASIC. My teacher explained BASIC’s syntax using story
						examples. I was so enthralled with the idea of being able to represent the
						world around me using computer code that I started writing my journal
						entries in language arts class as BASIC code. For me, coding is very much a
						form of storytelling.
					In creating the Ancestral Code programming
						languages Cree# and ᐊᒋᒧ (âcimow)ᐊᒋᒧ
								âcimow – story, my vision
						arrived as a genuine dream. In this dream, I was sitting in a community
						lodge (i.e., tipi), listening to an Elder tell a story. In this story, an
						image of Wîsahkecâhk, sometimes known as
						the Trickster Raven in Nehiyaw cultural teachings, was animated on
						the wall behind him. Wîsahkecâhk was
						puppeted through the Elder’s words, while a syllabic subtitled transcription
						of the story ran beneath the imagery. This dream revealed a path for me. It
						led me to understand that this generative virtual landscape was a
						relationship between Nehiyawewin and the computer, and though this landscape
						was digital, it was still a place. And here, in this place, I
						experienced my Ancestral Code project as each of the four spirits:
						The physical experience of seeing and being present; the mental experience
