Title:  Project Quintessence: Examining Textual
					Dimensionality with a Dynamic Corpus
					Explorer
Volume:  017
Issue:  3
Date:  10 August 2023
Abstract:  
				
				In this paper, we present a free and open-access web tool for exploring the
					EEBO-TCP early modern English corpus. Our tool combines several unsupervised
					computational techniques into a coherent exploratory framework that allows for
					textual analysis at a variety of scales. Through this tool, we hope to integrate
					close-reading and corpus-wide analysis with the wider scope that computational
					analysis affords. This integration, we argue, allows for an augmentation of both
					methods: contextualizing close reading practices within historically- and
					regionally-specific word usage and semantics, on the one hand, and concretizing
					thematic and statistical trends by locating them at the textual level, on the
					other. We articulate a design principle of textual dimensionality
					or approximating through visualization the abstract relationships between words
					in any text. We argue that Project Quintessence
					represents a method for researchers to navigate archives at a variety of scales
					by helping to visualize the many latent dimensions present in texts.
			
Full Body Text: 

				INTRODUCTIONThe first two authors contributed equally to this research.
					The authors would like to thank the UC Davis DataLab and UC Davis Library for
					supporting this project. In particular, we would like to acknowledge the
					invaluable feedback and assistance of Tyler Shoemaker, Kimmy Hescock, Hugo
					Mailhot, Jane Carlen, Wesley Brooks, Anupam Basu, and Duncan Temple Lang.
					Finally, we would like to thank our anonymous reviewers for their useful
					recommendations and the DHQ editorial team for their work. Our code
					repositories can be found at the following links: For the web app, https://github.com/datalab-dev/quintessence_web_app; and for all NLP
					analysis, https://github.com/datalab-dev/quintessence_analysis.
				While the use of computational methods in corpus-level analysis has become
					ubiquitous in recent years, the optimal integration of these tools into digital
					archiving and corpus presentation remains an open question. Massive archives
					such as JSTOR, Gale, and Google Books have experimented with computational tools
					for traversing and exploring underlying documents in their collections.
					Three examples of this style of tool are: JSTOR Labs Text Analyzer beta https://www.jstor.org/analyze/,
					Gale’s Digital Scholars Lab https://gale.com/intl/primary-sources/digital-scholar-lab, and Google
					Books N-Gram Viewer, https://books.google.com/ngrams/. Meanwhile, progress in machine
					learning (ML) and natural language processing (NLP) continues to advance the
					state-of-the-art for the underlying computational tools and methods these
					archives employ. However, there is a critical disjuncture between the datasets
					these latter tools and methods are trained upon and the real-world needs and
					expectations of digital archives  . The application of computational methods to
					archival research thus risks both misrepresenting the findings of models and
					techniques, on the one hand, and misconstruing the exigencies of the underlying
					archive on the other. These concerns have resulted in a trend toward
					out-of-the-box computational tools that are not well integrated with the
					underlying archive and often obscure rather than explain interesting phenomena.
					Computational tools in archival analysis are thus frequently designed,
					implemented, and presented as abstractions of the archive. As such, these tools
					rarely serve as more than a heuristic method of inquiry, failing to meet the
