Title: N/A
Volume:  017
Issue:  1
Date:  26 May 2023
Abstract:  
				
				This essay will explore the role of soft and hard funding in the digital
					humanities, with particular attention paid to the ways funding intersects
					with sustainability. It will discuss a variety of types of soft funding
					available from public, private, and institutional sources, and the ways the
					needs of funders can align with or compete with the desires of scholars.
					The availability and sustainability of funding as project needs change over
					time, along with funders' agendas, can influence project teams' decisions
					about the direction a project will take, who leads it, who can contribute
					to it, what technology supports it, on what servers it is hosted, if and
					when it can be updated, as well as if and where it will be preserved. Not
					considering the implications of financial support received can be
					detrimental to both the project and the researchers involved. Seeking
					funding should become part of wider strategies that enable the formation of
					mutually beneficial relationships, promising avenues of research, and
					sustainable revenue streams, rather than a time sink that explodes a
					project's scope in ways that undermine the project.
			
Full Body Text: 


				
				 Humanities scholarship requires funding, whether for books or journals,
					database access or server space, research assistants or a trip to the
					archives, or simply a scholar's time to think and create. In the
					traditional book- and article-based humanistic workflows, colleges,
					universities, archives, special collections, publishers, and libraries have
					established labor and funding models that aim to support text-based
					research, writing, publishing, distribution, and preservation pipelines.
					But digital humanities (DH) projects don't fit neatly into these pipelines
					and digital humanists often struggle to work within these preexisting labor
					and funding models. While the differences between traditional and digital
					forms of humanities scholarship can cause funding difficulties at any stage
					of a DH project's lifecycle, these differences are particularly
					problematic when it comes to sustainability.
				 There are two common funding narratives often associated with DH projects in
					the United States. First, that DH projects are always grant-funded and that
					digital humanists are thus cash cows who bring in large amounts of
					external funding into an institution with projects that could be
					accomplished only due to those infusions of outside cash. And second, that the
					open-source, open-access, and collaborative ethos of DH makes it possible
					for scholars to do DH for free, without any institutional
					investments. Neither narrative is entirely false — and, indeed, the
						free project model is crucial for many contingent and
					independent scholars who lack institutional support — but not only do most
					DH projects exist somewhere on the spectrum between free and
						fully funded, but also each narrative obscures the financial
					realities that exist at those poles.
				 No DH project is ever free; even if no money changes hands, there are always
					real costs associated with the work. I would like to thank the folks
						at the Nonprofit Finance Foundation, especially Robert Kagan and Cecil
						Daniels, for introducing me to the concept of real costs. At
					minimum, a free DH project created by a single independent scholar
					with open-source software on their personal computer relies on the donated
					labor and resources of both that scholar and the community that created and
					shared the software. Larger DH projects with multiple collaborators rely on
					the donated labor and resources of all the project team members. If the
					project is web-facing, these donated resources may include real money for
					costs such as domain name registration or server space rental.
