Title:  DH as Data: Establishing Greater Access through
					Sustainability
Volume:  017
Issue:  3
Date:  24 August 2023
Abstract:  
				
				This paper presents methodology and findings from a multi-case study exploring the use of
					preservation and sustainability measures to increase access to digital humanities (DH)
					content. Specifically, we seek to develop a workflow to both prepare DH content for
					preservation while enhancing the accessibility of the project. This work is based on the
					idea of treating DH as traditional data by applying data curation and digital preservation
					methods to DH content. Our outcomes are an evaluation of the process and output using
					qualitative methods, publicly accessible and described project components on two Virginia
					Tech projects, and a potential workflow that can be applied to future work. By breaking
					down individual projects into their respective components of content, code, metadata, and
					documentation and examining each component individually for access and preservation, we
					can begin migrating our digital scholarship to a sustainable, portable, and accessible
					existence.
			
Full Body Text: 

				Introduction
				Numerous Digital Humanities (DH) projects are developed in institutions and organizations
					without standards for access and preservation. However, various standards and best
					practices more closely associated with other fields exist for project management, data
					curation, access, and preservation, but have not been exclusively adapted for DH. The goal
					of this paper is to explore the concept of DH as data and the application of data curation
					methods to two DH projects at Virginia Tech (VT) in order to enhance access and
					preservation. By breaking down individual projects into their respective components and
					treating them as data, we can begin preparing digital scholarship for a sustainable,
					portable, and accessible existence.
			

				Challenges in Maintaining DH
				At Virginia Tech University Libraries (VTUL) there are currently eighteen DH projects that
					we currently maintain on a technical level, may potentially maintain, or plan to provide
					preservation services for project content. These projects are currently hosted on local
					library servers, private servers we do not have access to, different departmental servers,
					and two projects that are currently hosted outside of the university. Seven of the
					projects are built on Omeka, four on Wordpress, and many were built using HTML or other
					homegrown tools. These projects were created over a period of time ranging from 1996 to
					2021 with some having been static and unmaintained since the mid-2000’s. A survey of these
					projects revealed that seven had some supplementary content (such as news articles,
					corresponding publications, presentations, and images) in our institutional repository
					VTechWorks, but only one of the projects had deposited raw data or content into that
					repository. Further, only four projects mention or document details regarding preservation
					and sustainability efforts for ongoing access. These projects are fragile with an average
					lifespan of two to five years without human intervention, and as the University
					Library we are responsible for the maintenance of the open source resources created by our
					VT community. In a larger effort to support these projects and other future digital work,
					we chose to explore methods to preserve DH projects with a strategy that could be
					reasonably implemented on a larger scale. This strategy is based on preserving components
					of the DH project for reconstruction of the content in the future and documenting methods
					to educate our digital scholars to create and modify their projects with preservation in
					mind.
				The problem with developing a reasonable approach to sustainable DH projects is manifold
					but can be summed up into a single concept. DH is uniquely located in the overlap between
					the humanities, archives, and information technology, but unless a resource is labeled
					DH-related, it may be overlooked. There are best practices, and general technical
					maintenance that are applied in several other fields, but may not cross into DH education
					and infrastructure . By identifying these practices and
					testing their application specifically to DH without compromising the culture and purpose,
					we can avoid reinventing new ways to curate digital content.
				For the purposes of this paper, we refer to the Digital Preservation Coalition definition
					of digital preservation as the series of managed activities
							necessary to ensure continued access to digital materials for as long as
							necessary. This is a widely adopted definition
					utilized by libraries and archives as it allows for varied approaches to preservation
					based on needs. Although this paper is written in the context of an academic library, it
					is also a resource for those creating DH projects and sustaining and preserving the
					digital components of their work. Further, we define a sustainable project as one that can
					be supported financially, including the resources for storage, ongoing maintenance and
					monitoring, unique technology needs, and time and effort from personnel. Finally,
					infrastructure refers to the technical scaffolding and organized governance necessary to
					host, maintain, and preserve digital projects.
			

				Digital Humanities as Data
				Given the infrastructural issues discussed above, VTUL is exploring the idea of DH as data.
					In this case, we describe data as all of the digital content pertaining to a DH
					project or produced in the preservation process. Our approach is to preserve each DH
					project component as an individual entity with corresponding metadata for the purpose of
					reconstruction. Project components are distinguished by their file format or software type
					and enhanced for our purposes with documentation and metadata.
				The concept of treating content as data was explored by the IMLS project Collections as Data
					, which sought to address the problem that cultural heritage institutions have rarely built digital collections or
						designed access with the aim to support computational use. This signals a
					cultural shift that treats non-traditional data, such as text, images, and audio, as data
					to be computationally explored. While definitions of DH are broad and varied, this concept
					can be applied to enhance access on small and large scales. The Ten
						Principles
					 developed by the Collections as
						Data project are a starting point to guide digital collections into a more
					engaged environment that promotes multiple forms of access.
				We applied Collections as Data to the idea of DH as data in
					that it widely varies in tools, techniques, file formats, softwares, and hardwares, to
					generate, manipulate, and render information. Where DH lacks a community-supported
					archival best practice for creation and storage, there are definitive database structures
					built to store and maintain data, metadata standards to improve search and context, and
					ways to measure the success and use of the data. Rather than reinventing a new workflow
					for DH as a field, treating components of DH projects as pieces of a dataset serves to
					provide a best practice for development, access, and storage that increases the long-term
					preservation and usability of project material. Treating DH as data also serves to support
					DH as an academic scholarship, which it is not often considered at many institutions, and
					provides a more familiar structure to further legitimize the labor of developing effective
					DH work.
				Similar efforts have been explored at the University of Oxford Sustainable Digital Scholarship Program in their
					Humanities Division that supports sustainable digital scholarship through the data
					repository platform Figshare. The Oxford
						instance of Figshare hosts exclusively humanities content supporting digital
					scholarship and adheres to the FAIR Data Principles. The
						FAIR Principles for Data
					 are guidelines for increasing the
						findability, accessibility, interoperability,
						reusability of data and its metadata, and the system’s infrastructure.
					This method applies a license to the data and increases the discoverability of the data
					through proposed metadata, persistent and unique identifiers, and open access. These basic
					discoverability and preservation parameters apply to all digital content and are already
					used as best practices.
				Instruction on this topic is emerging as well. Outside of courses in formalized university
					programs, organizations like the Digital Humanities Summer Institute Technologies East
					2021 hosted a class in May 2021 on Making Research Data Public:
						Workshopping Data Curation for Digital Humanities
					Projects, citing in its abstract that a lack of formal training
						opportunities for data curation in multi-site DH teams means that the data produced in
						these teams is in danger of being lost. This is a single example among many DH
					organizations moving towards technology education to enhance projects.
				Many grant funders also require data management plans, sustainability plans, technical
					plans, and other relevant documentation in grant proposals. The National Endowment for the
					Humanities Office of Digital Humanities, for example, provides tips on writing final white
					papers that includes an entire section on outcomes and obstacles in technology,
					documentation, and platforms, and
					requires a section on Managing and Sustaining the Project Assets in level three DH
					Advancement Grants .
			

				Methodology 
				We used a multi-method approach, with a comprehensive literature review on the community’s
					practice in developing sustainable DH projects, as well as two case studies conducted over
					a year-long period.
				
					Literature Review 
					Acknowledging that the rapid increase of digital scholarship also requires new methods
						of preservation and sustainability for long-term access has been an ongoing topic of
						discussion since the early days of DH. Discussion on best practices for preserving and
						curating DH scholarship became more common in the mid-2000s with the impending issue
						of preserving complex digital objects. In their article, Hunter and Choudhury 2003focus on the problem of preserving composite digital objects consisting of
							multiple media types and introduce the concept of emulation, migration,
						and metadata as it pertains to complex digital objects, which includes DH. They state,
								As scholars in the humanities create increasingly
								sophisticated multimedia research and teaching resources, they need to
								capture, collect, and create the documentation or metadata – descriptive,
								administrative, and structural – necessary to migrate, emulate, or otherwise
								translate existing resources to future hardware and software
								configurations. Cantara (2006) performed an early literature review of digital
						humanities metadata best practices and tools to automate that metadata, which is
						significantly different from traditional cataloging .
					The bulk of individual digital objects being preserved are simple; images, text files,
						audio/visual materials, all of which we have established best practices for ensuring
						continuity. We have the Library of Congress Recommended Formats Statement to transform objects into
						the optimal format for long-term access. We use checksums to confirm fixity and ensure
						objects are unchanged and uncorrupted. We use audit logs like the PREMIS Data Dictionary for
							Preservation Metadata to document stages in an object's lifestyle, such as
						ingest, deletion, restoration, fixity change, virus checking, etc., and then use tools
						like the Metadata Encoding and Transmission Standard to encode the metadata for
						broader understandability and interoperability with common systems. We maintain
						copies, mirror the information technology method for redundancy. All of these
						practices are guided by digital preservation auditing metrics, most notably the ISO 16363:2012 Space data and
							information transfer systems — Audit and certification of trustworthy digital
							repositories (TDR) which also provides guidance on governance, security, and
						financial sustainability. Good and best practices for common digital objects are
